stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
76,1009,Hafengasse,48.398422,9.996086,1
767,1412,Ensostraße,48.352574,9.905399,2
768,1412,Ensostraße,48.352505,9.905962,2
769,1413,Hirsch Einsingen,48.352839,9.900162,2
77,1010,Theater,48.400943,9.987055,1
770,1414,Kirche Einsingen,48.354345,9.894986,2
771,14141,Kirche Einsingen,48.353904,9.895131,2
773,1506,Benzstraße,48.365717,9.941758,2
774,1506,Benzstraße,48.365706,9.941817,2
775,1421,Ringinger Straße,48.361229,9.879654,2
776,1421,Ringinger Straße,48.361077,9.879633,2
777,1422,Rathaus Eggingen,48.363918,9.878838,2
778,1422,Rathaus Eggingen,48.363716,9.878826,2
78,1010,Theater,48.400706,9.986000,1
79,1010,Theater,48.400706,9.986000,1
796,2761,Gasthof Blautal,48.415490,9.880450,2
797,2763,Bildstöckle,48.413360,9.874270,2
798,1413,Hirsch Einsingen,48.352780,9.900359,2
80,1010,Theater,48.400943,9.987055,1
821,1362,St.-Elisabeth-Kirche,48.395657,9.973366,2
83,1011,Justizgebäude,48.401960,9.992794,1
84,1011,Justizgebäude,48.401930,9.992999,1
85,1011,Justizgebäude,48.401930,9.992999,1
86,1011,Justizgebäude,48.401960,9.992794,1
88,1557,Nicolaus-Otto-Straße,48.361665,9.932833,2
904,1906,Roseggerstraße,48.401639,10.023911,1
91,1557,Nicolaus-Otto-Straße,48.361578,9.933629,2
92,1012,Keplerstraße,48.405541,9.992789,1
93,1025,Frauenstraße,48.406200,9.993610,2
94,1025,Frauenstraße,48.406780,9.992780,2
95,1030,Kliniken Michelsberg,48.411350,9.992190,1
96,1030,Kliniken Michelsberg,48.411264,9.992324,1
964,1015,Herdbruckerstraße,48.396460,9.995795,1
965,1015,Herdbruckerstraße,48.396516,9.995831,1
97,1031,Frauensteige,48.409720,9.990720,1
98,1032,Schillerhöhe,48.408149,9.988950,2
99,1032,Schillerhöhe,48.407680,9.988150,2
